x,y
"the 35-year-old blind , who won 42 caps for the netherlands , said he wanted to concentrate on playing for his dutch club ajax amsterdam . ","['DT', 'JJ', 'NNP', ',', 'WP', 'VBD', 'CD', 'NNS', 'IN', 'DT', 'NNP', ',', 'VBD', 'PRP', 'VBD', 'TO', 'VB', 'IN', 'VBG', 'IN', 'PRP$', 'NNP', 'NN', 'NNP', 'NNP', '.']"
"ac milan midfielder edgar davids , who was sent home early from the european championship in england after a clash with the coach , was left out of the squad . ","['NNP', 'NNP', 'FW', 'NNP', 'NNP', ',', 'WP', 'VBD', 'VBN', 'NN', 'RB', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'VBD', 'VBN', 'IN', 'IN', 'DT', 'NN', '.']"
squad : ,"['VB', ':']"
"goalkeepers - edwin van der sar ( ajax ) , ed de goey ( feyenoord ) . ","['NNS', ':', 'NNP', 'NNP', 'FW', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', '.']"
"defenders - frank de boer ( ajax ) , john veldman ( ajax ) , jaap stam ( psv ) , arthur numan ( psv ) , michael reiziger ( ac milan ) , johan de kock ( schalke ' 04 ) . ","['NNS', ':', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'NNP', 'NNP', ')', ',', 'NNP', 'NNP', 'NNP', '(', 'NNP', 'POS', 'CD', ')', '.']"
"midfielders - richard witschge ( ajax ) , philip cocu ( psv ) , wim jonk ( psv ) , aron winter ( internazionale ) , jean-paul van gastel ( feyenoord ) , clarence seedorf ( real madrid ) . ","['NNS', ':', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'JJ', 'NNP', ')', '.']"
"strikers - ronald de boer ( ajax ) , gaston taument ( feyenoord ) , jordi cruyff ( manchester united ) , dennis bergkamp ( arsenal ) . ","['NNS', ':', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'NNP', 'NNP', ')', ',', 'NNP', 'NNP', '(', 'NNP', ')', '.']"
-docstart- ,['-X-']
soccer - barcelona beat atletico 5-2 in supercup . ,"['NN', ':', 'NNP', 'NN', 'NNP', 'CD', 'IN', 'NNS', '.']"
barcelona 1996-08-26 ,"['NNP', 'CD']"
barcelona beat atletico madrid 5-2 ( halftime 2-1 ) in the spanish supercup on sunday : ,"['NNP', 'VBD', 'NNP', 'NNP', 'CD', '(', 'NN', 'CD', ')', 'IN', 'DT', 'NNP', 'NNP', 'IN', 'NNP', ':']"
scorers : ,"['NNS', ':']"
"barcelona - ronaldo ( 5th and 89th minutes ) , giovanni ( 31st ) , pizzi ( 73rd ) , de la pena ( 75th ) ","['NNP', ':', 'NNP', '(', 'JJ', 'CC', 'JJ', 'NNS', ')', ',', 'NNP', '(', 'CD', ')', ',', 'FW', '(', 'CD', ')', ',', 'NNP', 'NNP', 'NNP', '(', 'JJ', ')']"
"atletico madrid - esnaider ( 37th ) , pantic ( 57th , penalty ) ","['NNP', 'NNP', ':', 'NNP', '(', 'JJ', ')', ',', 'NNP', '(', 'NNP', ',', 'NN', ')']"
"attendance 30,000 ","['NNP', 'CD']"
-docstart- ,['-X-']
soccer - austria first division results / standings . ,"['NN', ':', 'NNP', 'NNP', 'NNP', 'NNS', 'SYM', 'NNS', '.']"
vienna 1996-08-26 ,"['NNP', 'CD']"
result of an austrian first ,"['NN', 'IN', 'DT', 'JJ', 'JJ']"
division soccer match played on sunday : ,"['NN', 'NN', 'NN', 'VBD', 'IN', 'NNP', ':']"
sv ried 0 sv salzburg 4 ,"['NNP', 'NNP', 'CD', 'NNP', 'NNP', 'CD']"
"standings ( tabulated under played , won , drawn , lost , goals ","['NNS', '(', 'VBN', 'IN', 'JJ', ',', 'VBD', ',', 'VBN', ',', 'VBD', ',', 'NNS']"
"for , against , points ) : ","['IN', ',', 'RB', ',', 'VBZ', ')', ':']"
fc tirol innsbruck 6 4 2 0 13 5 14 ,"['NNP', 'NNP', 'NNP', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
sv salzburg 6 4 2 0 8 1 14 ,"['NNP', 'NNP', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
austria vienna 6 4 2 0 9 5 14 ,"['NNP', 'NNP', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
sturm graz 6 2 3 1 8 5 9 ,"['NN', 'NNP', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
gak 6 1 3 2 8 10 6 ,"['NNP', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
rapid wien 5 0 5 0 3 3 5 ,"['NNP', 'NNP', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
sv ried 6 1 1 4 6 9 4 ,"['NNP', 'NNP', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
linzer ask 5 0 3 2 4 8 3 ,"['NNP', 'NNP', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
admira / wacker 6 0 3 3 5 10 3 ,"['NNP', 'SYM', 'NN', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
fc linz 6 0 2 4 1 9 2 ,"['NNP', 'NNP', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
-docstart- ,['-X-']
cricket - australia beat zimbabwe by 125 runs in one-day match . ,"['NNP', ':', 'NNP', 'NN', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'JJ', 'NN', '.']"
colombo 1996-08-26 ,"['NNP', 'CD']"
australia beat zimbabwe by 125 runs in the first match of the singer world series one-day ( 50 overs ) cricket tournament on monday . ,"['NNP', 'VBD', 'NNP', 'IN', 'CD', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'JJ', '(', 'CD', 'NNS', ')', 'NN', 'NN', 'IN', 'NNP', '.']"
"scores : australia 263-7 in 50 overs , zimbabwe 138 all out in 41 overs . ","['NNS', ':', 'NNP', 'CD', 'IN', 'CD', 'NNS', ',', 'NNP', 'CD', 'DT', 'IN', 'IN', 'CD', 'NNS', '.']"
-docstart- ,['-X-']
cricket - scoreboard-australia v zimbabwe one-day scoreboard . ,"['NNP', ':', 'NNP', 'NNP', 'NNP', 'JJ', 'NNP', '.']"
colombo 1996-08-26 ,"['NNP', 'CD']"
scoreboard in the singer world ,"['RB', 'IN', 'DT', 'NNP', 'NNP']"
series one-day ( 50 overs ) cricket match between australia and ,"['NN', 'JJ', '(', 'CD', 'NNS', ')', 'NN', 'NN', 'IN', 'NNP', 'CC']"
zimbabwe on monday : ,"['NNP', 'IN', 'NNP', ':']"
australia ,['NNP']
m. slater c p. strang b whittall 50 ,"['NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'SYM', 'NNP', 'CD']"
m. waugh b p. strang 18 ,"['NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'CD']"
r. ponting c and b whittall 53 ,"['NNP', 'NNP', 'SYM', 'CC', 'SYM', 'NNP', 'CD']"
s. waugh c campbell b whittall 82 ,"['NNP', 'NNP', 'SYM', 'NNP', 'SYM', 'NNP', 'CD']"
s. law b streak 20 ,"['NNP', 'NNP', 'SYM', 'NNP', 'CD']"
m. bevan c campbell b brandes 9 ,"['NNP', 'NNP', 'SYM', 'NNP', 'SYM', 'NNPS', 'CD']"
i. healy b brandes 5 ,"['NNP', 'NNP', 'SYM', 'NNPS', 'CD']"
b. hogg not out 11 ,"['NNP', 'NNP', 'RB', 'IN', 'CD']"
extras ( b-1 lb-8 w-3 nb-3 ) 15 ,"['NNS', '(', 'CD', 'CD', 'CD', 'CD', ')', 'CD']"
total ( for seven wickets - 50 overs ) 263 ,"['JJ', '(', 'IN', 'CD', 'NNS', ':', 'CD', 'NNS', ')', 'CD']"
fall of wickets : 1-48 2-92 3-167 4-230 5-240 6-242 7-263 ,"['NN', 'IN', 'NN', ':', 'CD', 'JJ', 'CD', 'CD', 'CD', 'CD', 'CD']"
"did not bat : p. reiffel , d. flemming , g. mcgrath ","['VBD', 'RB', 'VB', ':', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP']"
"bowling : streak 10-1-50-1 ( 2w , 2nb ) , brandes 10-1-47-2 ( 1w ) , ","['NNP', ':', 'VB', 'NNP', '(', 'CD', ',', 'CD', ')', ',', 'NNS', 'CD', '(', 'CD', ')', ',']"
"p. strang 9-0-41-1 , flower 6-0-28-0 , whittall 10-0-53-3 ( 1nb ) , ","['NNP', 'NNP', 'CD', ',', 'NNP', 'CD', ',', 'NNP', 'CD', '(', 'CD', ')', ',']"
"decker 3-0-17-0 , shah 2-0-18-0 ","['NNP', 'CD', ',', 'NNP', 'CD']"
zimbabwe ,['NNP']
a. shah c m. waugh b hogg 41 ,"['NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'SYM', 'NNP', 'CD']"
g. flower c ponting b flemming 7 ,"['NNP', 'NNP', 'SYM', 'NNP', 'SYM', 'VBG', 'CD']"
a. flower lbw b flemming 0 ,"['NNP', 'NNP', 'NN', 'SYM', 'NNP', 'CD']"
a. campbell lbw b mcgrath 9 ,"['NNP', 'NNP', 'NN', 'SYM', 'NNP', 'CD']"
c. wishart c healy b reiffel 0 ,"['NNP', 'NNP', 'SYM', 'NNP', 'SYM', 'NNP', 'CD']"
g. whittall b reiffel 11 ,"['NNP', 'NNP', 'SYM', 'NNP', 'CD']"
c. evans c healy b s. waugh 15 ,"['NNP', 'NNP', 'SYM', 'NNP', 'SYM', 'NNP', 'NNP', 'CD']"
m. dekker not out 8 ,"['NNP', 'NNP', 'RB', 'IN', 'CD']"
p. strang b m. waugh 9 ,"['NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'CD']"
h. streak b m. waugh 0 ,"['NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'CD']"
e. brandes c hogg b m. waugh 17 ,"['NNP', 'NNP', 'SYM', 'NNP', 'SYM', 'NNP', 'NNP', 'CD']"
extras ( lb-4 w-10 nb-7 ) 21 ,"['NNS', '(', 'CD', 'JJ', 'CD', ')', 'CD']"
total ( all out - 41 overs ) 138 ,"['JJ', '(', 'DT', 'RP', ':', 'CD', 'NNS', ')', 'CD']"
fall of wickets : 1-16 2-16 3-33 4-35 5-56 6-98 7-100 8-120 ,"['NN', 'IN', 'NN', ':', 'JJ', 'JJ', 'CD', 'CD', 'CD', 'JJ', 'NNP', 'NNP']"
9-120 ,['CD']
"bowling : mcgrath 7-2-13-1 ( 2w ) , flemming 7-0-24-2 ( 3w , 3nb ) , ","['NNP', ':', 'NNP', 'NNP', '(', 'CD', ')', ',', 'VBG', 'CD', '(', 'CD', ',', 'CD', ')', ',']"
"reiffel 6-1-23-2 ( 2nb ) , s. waugh 7-2-24-1 ( 1nb , 2w ) , hogg ","['NNP', 'NN', '(', 'CD', ')', ',', 'NNP', 'NNP', 'NNP', '(', 'CD', ',', 'CD', ')', ',', 'NNP']"
"9-2-26-1 ( 1nb , 3w ) , m. waugh 5-1-24-3 ","['CD', '(', 'CD', ',', 'CD', ')', ',', 'NNP', 'NNP', 'CD']"
result : australia won by 125 runs . ,"['NN', ':', 'NNP', 'VBD', 'IN', 'CD', 'NNS', '.']"
-docstart- ,['-X-']
cricket - australia 263-7 in 50 overs v zimbabwe . ,"['NNP', ':', 'NNP', 'NNP', 'IN', 'CD', 'NNS', 'NNP', 'NNP', '.']"
colombo 1996-08-26 ,"['NNP', 'CD']"
australia scored 263-7 in their 50 overs against zimbabwe in the first day-night limited overs match of the singer world series tournament on monday . ,"['NNP', 'VBD', 'CD', 'IN', 'PRP$', 'CD', 'NNS', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NNS', 'VBP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NN', 'IN', 'NNP', '.']"
-docstart- ,['-X-']
"cricket - australia win toss , opt to bat against zimbabwe . ","['NNP', ':', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'TO', 'NN', 'NNP', 'NNP', '.']"
colombo 1996-08-26 ,"['NNP', 'CD']"
australia won the toss and decided to bat against zimbabwe in the first day-night limited overs match of the singer world series tournament on monday . ,"['NNP', 'VBD', 'DT', 'VB', 'CC', 'VBD', 'TO', 'VB', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NNS', 'VBP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NN', 'IN', 'NNP', '.']"
teams : ,"['NNS', ':']"
"australia - mark waugh , michael slater , ricky ponting , steve waugh , stuart law , michael bevan , ian healy ( captain ) , brad hogg , paul reiffel , damein fleming , glenn mcgrath . ","['NNP', ':', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', '(', 'NN', ')', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', '.']"
"zimbabwe - alistair campbell ( captain ) , andy flower , grant flower , guy whittall , craig evans , eddo brandes , heath streak , paul strang , craig wishart , ali shah , mark dekker . ","['NNP', ':', 'NNP', 'NNP', '(', 'NN', ')', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', '.']"
-docstart- ,['-X-']
press digest - mozambique - august 26 . ,"['NNS', 'VB', ':', 'JJ', ':', 'NNP', 'CD', '.']"
maputo 1996-08-26 ,"['TO', 'CD']"
this is the leading story in the mozambican press on monday . ,"['DT', 'VBZ', 'DT', 'VBG', 'NN', 'IN', 'DT', 'NNP', 'NN', 'IN', 'NNP', '.']"
reuters has not verified this story and does not vouch for its accuracy . ,"['NNP', 'VBZ', 'RB', 'VBN', 'DT', 'NN', 'CC', 'VBZ', 'RB', 'NN', 'IN', 'PRP$', 'NN', '.']"
noticias ,['NNP']
"- at least 20 people were killed when the two trucks in which they were travelling collided at nhamavila about 160 km north of maputo on saturday , the maputo daily noticias said . ","[':', 'IN', 'JJS', 'CD', 'NNS', 'VBD', 'VBN', 'WRB', 'DT', 'CD', 'NNS', 'IN', 'WDT', 'PRP', 'VBD', 'VBG', 'VBN', 'IN', 'NNP', 'IN', 'CD', 'NN', 'RB', 'IN', 'NNP', 'IN', 'NNP', ',', 'DT', 'NNP', 'RB', 'NNP', 'VBD', '.']"
-docstart- ,['-X-']
lamonts apparel files reorganization plan . ,"['NN', 'NNP', 'VBZ', 'NN', 'NN', '.']"
[ corrected 18:00 gmt ] ,"['(', 'NNP', 'CD', 'NNP', ')']"
"kirkland , wash . ","['NNP', ',', 'NNP', '.']"
1996-08-26 ,['CD']
"lamonts apparel inc , an operator of 42 family apparel stores in six northwestern states , said it has filed a reorganization plan in bankruptcy court in seattle . ","['NNP', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'CD', 'NN', 'NN', 'NNS', 'IN', 'CD', 'JJ', 'NNS', ',', 'VBD', 'PRP', 'VBZ', 'VBN', 'DT', 'NN', 'NN', 'IN', 'NN', 'NN', 'IN', 'NNP', '.']"
( corrects to make clear a reorganization plan has been filed ) . ,"['(', 'NNS', 'TO', 'VB', 'JJ', 'DT', 'NN', 'NN', 'VBZ', 'VBN', 'VBN', ')', '.']"
the reorganization plan calls for all secured claims to be paid in full . ,"['DT', 'NN', 'NN', 'VBZ', 'IN', 'DT', 'VBN', 'NNS', 'TO', 'VB', 'VBN', 'IN', 'JJ', '.']"
"unsecured claims , including those of company bondholders , will be satisfied by issuing new common stock and warrants . ","['JJ', 'NNS', ',', 'VBG', 'DT', 'IN', 'NN', 'NNS', ',', 'MD', 'VB', 'VBN', 'IN', 'VBG', 'JJ', 'JJ', 'NN', 'CC', 'NNS', '.']"
unsecured claims are estimated at about $ 90 million . ,"['JJ', 'NNS', 'VBP', 'VBN', 'IN', 'IN', '$', 'CD', 'CD', '.']"
lamonts said it plans to issue 9 million shares of new common stock . ,"['NNS', 'VBD', 'PRP', 'VBZ', 'TO', 'VB', 'CD', 'CD', 'NNS', 'IN', 'JJ', 'JJ', 'NN', '.']"
"of that amount , 4.05 million and 5.67 million shares will be allocated to the company 's trade creditors . ","['IN', 'DT', 'NN', ',', 'CD', 'CD', 'CC', 'CD', 'CD', 'NNS', 'MD', 'VB', 'VBN', 'TO', 'DT', 'NN', 'POS', 'NN', 'NNS', '.']"
"between 4.75 and 3.13 million shares will be allocated to bondholders and other unsecured non-trade creditors and 200,000 will be allocated to existing shareholders in exchange for all existing stock of the company . ","['IN', 'CD', 'CC', 'CD', 'CD', 'NNS', 'MD', 'VB', 'VBN', 'TO', 'NNS', 'CC', 'JJ', 'JJ', 'JJ', 'NNS', 'CC', 'CD', 'MD', 'VB', 'VBN', 'TO', 'VBG', 'NNS', 'IN', 'NN', 'IN', 'DT', 'VBG', 'NN', 'IN', 'DT', 'NN', '.']"
bondholders and other unsecured non-trade creditors will receive warrants four about 2.2 million shares when the company 's market capitalization reaches $ 20 million . ,"['NNS', 'CC', 'JJ', 'JJ', 'JJ', 'NNS', 'MD', 'VB', 'NNS', 'CD', 'IN', 'CD', 'CD', 'NNS', 'WRB', 'DT', 'NN', 'POS', 'NN', 'NN', 'VBZ', '$', 'CD', 'CD', '.']"
"bondholders , other unsecured non-trade creditors , and existing shareholders also will receive warrants entitling them to roughly 800,000 shares when the company 's market capitalization reaches $ 25 million . ","['NNS', ',', 'JJ', 'JJ', 'JJ', 'NNS', ',', 'CC', 'VBG', 'NNS', 'RB', 'MD', 'VB', 'NNS', 'VBG', 'PRP', 'TO', 'RB', 'CD', 'NNS', 'WRB', 'DT', 'NN', 'POS', 'NN', 'NN', 'VBZ', '$', 'CD', 'CD', '.']"
management will receive options to purchase 10 percent of the company 's outstanding common stock with protection against dilution at an option exercise price of $ 1 million . ,"['NNP', 'MD', 'VB', 'NNS', 'TO', 'VB', 'CD', 'NN', 'IN', 'DT', 'NN', 'POS', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN', 'IN', '$', 'CD', 'CD', '.']"
-docstart- ,['-X-']
passengers rescued from blazing ferry off france . ,"['NNS', 'VBD', 'IN', 'VBG', 'NN', 'IN', 'NNP', '.']"
london 1996-08-26 ,"['NNP', 'CD']"
"more than 100 people were safely evacuated on monday from a ferry that caught fire soon after leaving guernsey in britain 's channel islands , police said . ","['JJR', 'IN', 'CD', 'NNS', 'VBD', 'RB', 'VBN', 'IN', 'NNP', 'IN', 'DT', 'NN', 'WDT', 'VBD', 'NN', 'RB', 'IN', 'VBG', 'NNP', 'IN', 'NNP', 'POS', 'NNP', 'NNP', ',', 'NNS', 'VBD', '.']"
"police said the 111 passengers and six crew on board the ferry trident seven , owned by france 's emeraud line , were rescued by a variety of private and commercial boats after fire broke out in the engine room soon after it left port . ","['NNS', 'VBD', 'DT', 'CD', 'NNS', 'CC', 'CD', 'NN', 'IN', 'NN', 'DT', 'NN', 'NNP', 'CD', ',', 'VBN', 'IN', 'NNP', 'POS', 'NNP', 'NN', ',', 'VBD', 'VBD', 'IN', 'DT', 'NN', 'IN', 'JJ', 'CC', 'JJ', 'NNS', 'IN', 'NN', 'VBD', 'RB', 'IN', 'DT', 'NN', 'NN', 'RB', 'IN', 'PRP', 'VBD', 'NN', '.']"
"an 88-year-old woman was taken to hospital with leg injuries , according to a spokesman for guernsey police . ","['DT', 'JJ', 'NN', 'VBD', 'VBN', 'TO', 'NN', 'IN', 'NN', 'NNS', ',', 'VBG', 'TO', 'DT', 'NN', 'IN', 'NNP', 'NN', '.']"
"the ferry , which was towed into port , had been bound for jersey , another in a cluster of small british-ruled islands off north-west france . ","['DT', 'NN', ',', 'WDT', 'VBD', 'VBN', 'IN', 'NN', ',', 'VBD', 'VBN', 'VBN', 'IN', 'NNP', ',', 'DT', 'IN', 'DT', 'NN', 'IN', 'JJ', 'JJ', 'NNS', 'IN', 'JJ', 'NNP', '.']"
-docstart- ,['-X-']
osce delays decision on refugee voting . ,"['RB', 'NNS', 'NN', 'IN', 'NN', 'NN', '.']"
kurt schork ,"['NNP', 'NN']"
sarajevo 1996-08-26 ,"['NN', 'CD']"
"bosnia 's election organisers will decide on tuesday whether or not to postpone municipal elections scheduled as part of nationwide balloting , an osce spokeswoman said on monday . ","['NNP', 'POS', 'NN', 'NNS', 'MD', 'VB', 'IN', 'NNP', 'IN', 'CC', 'RB', 'TO', 'VB', 'JJ', 'NNS', 'VBN', 'IN', 'NN', 'IN', 'JJ', 'NN', ',', 'DT', 'RB', 'NN', 'VBD', 'IN', 'NNP', '.']"
officials from the organisation for security and cooperation in europe ( osce ) are considering the postponement following allegations of serious irregularities in the registration of serb refugees . ,"['NNS', 'IN', 'DT', 'NNP', 'IN', 'NNP', 'CC', 'NNP', 'IN', 'NNP', '(', 'NNP', ')', 'VBP', 'VBG', 'DT', 'NN', 'VBG', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NNPS', 'NNS', '.']"
international observers say the alleged irregularities could affect the outcome of voting for municipal assemblies . ,"['NNP', 'NNS', 'VBP', 'DT', 'VBN', 'NNS', 'MD', 'VB', 'DT', 'NN', 'IN', 'NN', 'IN', 'JJ', 'NNS', '.']"
""" tomorrow ... ","['""', 'NN', ':']"
the provisional election commission will consider the possible postponement of municipal elections only ... ,"['DT', 'NNP', 'NNP', 'NNP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NNS', 'RB', ':']"
"the other elections will be held on september 14 , "" osce spokeswoman agota kuperman told reporters in sarajevo . ","['DT', 'JJ', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'NNP', 'CD', ',', '""', 'NNP', 'NN', 'NNP', 'NNP', 'VBD', 'NNS', 'IN', 'NNP', '.']"
""" i think that it would be very difficult to select which municipal elections would have to be cancelled . ","['""', 'PRP', 'VBP', 'IN', 'PRP', 'MD', 'VB', 'RB', 'JJ', 'TO', 'VB', 'WDT', 'JJ', 'NNS', 'MD', 'VB', 'TO', 'VB', 'VBN', '.']"
i think probably if the decision ( to cancell ) were to be taken it would probably be all municipal elections .. ,"['PRP', 'VBP', 'RB', 'IN', 'DT', 'NN', '(', 'TO', 'VB', ')', 'VBD', 'TO', 'VB', 'VBN', 'PRP', 'MD', 'RB', 'VB', 'DT', 'JJ', 'NNS', 'NNS']"
". "" ","['.', '""']"
"kuperman added that options other than postponement were also on the table , but she refused to specify what they were . ","['NNP', 'VBD', 'IN', 'NNS', 'JJ', 'IN', 'NN', 'VBD', 'RB', 'IN', 'DT', 'NN', ',', 'CC', 'PRP', 'VBD', 'TO', 'VB', 'WP', 'PRP', 'VBD', '.']"
the dayton peace agreement gave the osce a mandate to organise bosnian elections . ,"['DT', 'NNP', 'NN', 'NN', 'VBD', 'DT', 'RB', 'DT', 'NN', 'TO', 'VB', 'JJ', 'NNS', '.']"
the provisional election commission is osce 's top rule-making body for the poll . ,"['DT', 'NNP', 'NNP', 'NNP', 'VBZ', 'NNP', 'POS', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', '.']"
"more than 600,000 refugees have registered to vote in 55 countries around the world , representing about 20 per cent of bosnia 's total electorate . ","['JJR', 'IN', 'CD', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'IN', 'CD', 'NNS', 'IN', 'DT', 'NN', ',', 'VBG', 'RB', 'CD', 'IN', 'NN', 'IN', 'NNP', 'POS', 'JJ', 'NN', '.']"
"they are due to begin voting on wednesday , august 28 , just one day after the pec is supposed to make its decision . ","['PRP', 'VBP', 'JJ', 'TO', 'VB', 'NN', 'IN', 'NNP', ',', 'NNP', 'CD', ',', 'RB', 'CD', 'NN', 'IN', 'DT', 'NNP', 'VBZ', 'VBN', 'TO', 'VB', 'PRP$', 'NN', '.']"
"balloting inside bosnia is scheduled for september 14 , when citizens are slated to elect municipal and cantonal assemblies , separate moslem-croat and serb parliaments , a national house of representatives and a three-man presidency . ","['VBG', 'IN', 'NNP', 'VBZ', 'VBN', 'IN', 'NNP', 'CD', ',', 'WRB', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'JJ', 'CC', 'JJ', 'NNS', ',', 'JJ', 'NNP', 'CC', 'NNP', 'NNS', ',', 'DT', 'JJ', 'NNP', 'IN', 'NNPS', 'CC', 'DT', 'JJ', 'NNP', '.']"
"a sarajevo daily newspaper , dnevi avaz , which is close to bosnia 's moslem nationalist sda party , on monday said the osce would postpone the municipal-level elections until the spring of 1997 because of the refugee registration problems . ","['DT', 'NNP', 'JJ', 'NN', ',', 'NNP', 'NNP', ',', 'WDT', 'VBZ', 'JJ', 'TO', 'NNP', 'POS', 'NNP', 'NN', 'NNP', 'NN', ',', 'IN', 'NNP', 'VBD', 'DT', 'RB', 'MD', 'VB', 'DT', 'NN', 'NNS', 'IN', 'DT', 'NNP', 'IN', 'CD', 'IN', 'IN', 'DT', 'NN', 'NN', 'NNS', '.']"
sda has a representative on the provisional election commission . ,"['NNP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', '.']"
""" i do n't know what the source of the dnevi avaz report is , but it is consistent with what i have heard from western diplomats and from inside the osce , "" said an osce staff member in sarajevo who asked not to be named . ","['""', 'PRP', 'VBP', 'RB', 'VB', 'WP', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'VBZ', ',', 'CC', 'PRP', 'VBZ', 'JJ', 'IN', 'WP', 'PRP', 'VBP', 'VBN', 'IN', 'JJ', 'NNS', 'CC', 'IN', 'NN', 'DT', 'NNP', ',', '""', 'VBD', 'DT', 'RB', 'NN', 'NN', 'IN', 'NNP', 'WP', 'VBD', 'RB', 'TO', 'VB', 'VBN', '.']"
""" the word is that frowick has decided to postpone municipal elections but that he will wait for one more session of the pec on tuesday to take everyone 's temperature on the issue . "" ","['""', 'DT', 'NN', 'VBZ', 'IN', 'NNP', 'VBZ', 'VBN', 'TO', 'VB', 'JJ', 'NNS', 'CC', 'IN', 'PRP', 'MD', 'VB', 'IN', 'CD', 'JJR', 'NN', 'IN', 'DT', 'NNP', 'IN', 'NNP', 'TO', 'VB', 'NN', 'POS', 'NN', 'IN', 'DT', 'NN', '.', '""']"
"ambassador robert frowick , an american , heads the osce mission in bosnia . ","['NNP', 'NNP', 'NNP', ',', 'DT', 'NNP', ',', 'VBZ', 'DT', 'NNP', 'NN', 'IN', 'NNP', '.']"
osce and independent monitors allege that serb authorities have systematically discouraged refugees from registering to cast a ballot in the places they lived before the war . ,"['RB', 'CC', 'JJ', 'NNS', 'VBP', 'IN', 'JJ', 'NNS', 'VBP', 'RB', 'VBN', 'NNS', 'IN', 'VBG', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NNS', 'PRP', 'VBD', 'IN', 'DT', 'NN', '.']"
